admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_all_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_num, admis_mood_affective_disorders_p_all_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sig, admis_mood_affective_disorders_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sig, pha_code16
1800.8,142,96,null,253,"**",null,null,null,null,1122.1,null,null,179,null,null,"30047"
992.4,56,53,"**",188,"**",137,"**",223.8,103,285.8,42,75,46,751.8,null,"20150"
4934.8,606,262,null,1380,"**",null,"**",null,null,2117.9,null,null,339,null,null,"60002"
3864.1,87,205,null,217,"**",null,"**",null,null,1569.0,null,null,251,null,null,"60006"
1613.7,255,86,"**",535,"**",166,"**",96.5,45,758.5,33,50,121,496.8,"**","20034"
1061.6,77,56,"**",219,"**",136,"**",135.4,63,388.9,27,65,62,651.2,"*","20004"
862.6,64,46,null,188,"**",null,"**",null,null,268.6,null,null,43,null,null,"30234"
981.4,57,52,"**",235,"**",191,"**",169.4,78,236.8,40,81,38,811.0,null,"20075"
5985.9,777,318,null,1740,"**",null,"**",null,null,2686.5,null,null,430,null,null,"30059"
1970.4,205,105,"**",726,null,445,null,227.4,105,569.0,83,120,91,1195.6,null,"20136"
751.4,null,40,"**",71,null,52,"**",169.3,78,null,16,58,null,574.4,null,"20081"
3072.9,179,163,"**",698,"**",572,"**",597.8,276,774.4,145,245,124,2443.0,"**","20183"
1366.7,null,73,"**",161,null,151,"**",367.9,170,null,46,132,null,1315.4,"**","40076"
1308.5,null,69,null,51,null,42,"**",349.5,162,null,14,112,null,1113.0,null,"20229"
1782.5,131,95,"**",214,"**",203,null,1038.5,480,1037.1,126,177,166,1759.8,"**","50117"
null,null,null,"**",null,null,12,null,null,null,null,null,33,null,331.4,null,"20268"
1264.3,37,67,"*",172,"**",109,"**",91.5,42,278.6,12,81,45,806.1,"**","20018"
1637.5,125,87,"**",510,"**",424,"**",219.6,101,407.7,68,136,65,1352.1,null,"20148"
1146.9,175,61,"**",463,"**",318,"**",302.5,140,430.1,121,80,69,799.3,"**","20086"
671.3,82,36,"**",218,"**",167,"**",176.8,82,272.2,54,51,44,503.1,null,"20169"
424.8,15,23,"**",62,"**",38,"**",null,null,105.3,null,27,17,270.8,null,"50109"
2912.5,636,155,"**",996,"**",171,"**",127.3,59,1824.5,44,51,292,504.7,"**","20098"
null,null,null,"**",null,null,91,null,398.2,184,null,25,150,null,1494.3,"**","40077"
1702.4,167,90,"**",589,"**",489,"*",392.7,181,478.7,138,142,77,1410.7,"**","20275"
1860.6,115,99,"**",272,"*",222,null,681.5,315,792.6,102,149,127,1488.0,"**","20188"
1128.8,46,60,null,162,"**",142,"**",240.2,111,314.1,34,102,50,1014.9,null,"50080"
1842.1,202,98,"**",600,null,477,null,419.0,194,621.9,134,149,99,1480.1,"**","20170"
3956.8,326,210,null,1241,"**",null,"**",null,null,1096.2,null,null,175,null,null,"30058"
null,null,null,"**",null,null,100,null,535.9,248,null,27,214,null,2127.8,"**","40086"
null,null,null,null,null,null,31,null,237.6,110,null,10,76,null,752.4,null,"40079"
1690.6,108,90,"**",371,"*",302,"*",377.9,175,516.5,79,137,83,1365.9,"**","20171"
968.0,93,51,"**",222,"**",125,"**",79.2,37,386.3,19,55,62,552.9,"**","20243"
3792.9,432,201,null,905,"**",null,"**",null,null,1779.9,null,null,285,null,null,"30107"
null,null,null,"**",null,null,139,null,423.0,195,null,20,305,null,3043.0,"**","40083"
1243.9,226,66,"**",480,null,272,"**",259.3,120,585.6,100,71,94,706.7,null,"20234"
1549.3,68,82,null,229,"*",null,"**",null,null,463.8,null,null,74,null,null,"30214"
619.4,null,33,"**",43,null,22,"**",99.9,46,null,7,33,null,329.7,"*","20205"
832.7,45,44,"**",132,"**",114,"**",211.9,98,278.2,34,73,44,727.4,null,"40055"
3495.4,455,186,null,1210,"**",null,"**",null,null,1298.6,null,null,208,null,null,"30000"
1146.0,107,61,"**",239,null,163,"**",206.1,95,519.4,44,76,83,761.6,null,"40009"
3100.2,437,165,null,943,"**",297,"**",336.9,156,1379.8,101,103,221,1023.8,"**","20107"
1301.8,131,69,null,398,"**",null,"**",null,null,437.6,null,null,70,null,null,"30036"
3073.5,134,163,null,651,null,null,"**",null,null,624.5,null,null,100,null,null,"30194"
980.4,122,52,"**",326,"**",272,"**",313.0,145,368.5,102,83,59,827.6,"**","40030"
1132.5,39,60,"**",50,null,13,"**",111.4,51,835.3,5,31,134,306.1,null,"20235"
1628.2,104,86,"**",382,"**",353,"**",406.1,188,437.8,96,153,70,1520.2,"**","40051"
1146.6,65,61,null,285,"**",null,"**",null,null,260.5,null,null,42,null,null,"30176"
1303.3,69,69,null,324,"**",null,"**",null,null,290.2,null,null,46,null,null,"30215"
3199.8,255,170,null,580,"**",null,"**",null,null,1396.4,null,null,223,null,null,"60008"
4505.2,226,239,null,690,"**",null,"**",null,null,1472.9,null,null,236,null,null,"60009"
1051.8,108,56,null,290,"**",null,"**",null,null,378.4,null,null,61,null,null,"30223"
3665.9,238,195,null,856,"**",null,"**",null,null,1022.9,null,null,164,null,null,"30060"
2316.6,228,123,null,655,"**",null,"**",null,null,802.6,null,null,128,null,null,"30170"
4959.8,615,263,null,1197,"**",null,"**",null,null,2563.9,null,null,410,null,null,"30014"
3131.0,205,166,null,369,"**",null,"**",null,null,1644.3,null,null,263,null,null,"60003"
1723.6,90,91,null,196,null,null,null,null,null,743.5,null,null,119,null,null,"60030"
2697.9,135,143,null,347,"**",null,"**",null,null,999.8,null,null,160,null,null,"60032"
1300.9,84,69,null,129,"*",null,"**",null,null,803.2,null,null,128,null,null,"60025"
1647.2,95,87,"**",271,null,207,"*",345.3,160,556.5,57,130,89,1299.9,"**","20113"
3435.3,292,182,null,585,"**",null,"**",null,null,1732.4,null,null,277,null,null,"30012"
3699.8,176,196,null,628,"**",null,"**",null,null,1046.3,null,null,167,null,null,"30054"
1148.0,43,61,null,235,"**",null,"**",null,null,208.1,null,null,33,null,null,"30153"
3348.6,178,178,null,512,"**",null,"**",null,null,1098.7,null,null,176,null,null,"30095"
2987.3,184,159,null,641,"**",null,"**",null,null,856.2,null,null,137,null,null,"30080"
2449.6,null,130,"**",415,null,408,"**",572.7,265,null,97,245,null,2436.4,"**","40046"
4791.0,492,254,null,1194,"**",null,"**",null,null,2041.1,null,null,326,null,null,"30024"
1505.4,58,80,null,212,"**",null,"**",null,null,400.3,null,null,64,null,null,"30202"
2189.2,136,116,null,426,null,null,"**",null,null,726.2,null,null,116,null,null,"30075"
2979.3,349,158,null,799,"**",null,"**",null,null,1275.8,null,null,204,null,null,"30001"
3254.2,225,173,null,450,"**",null,"**",null,null,1584.1,null,null,253,null,null,"30172"
1667.2,149,88,null,257,"**",null,"*",null,null,976.4,null,null,156,null,null,"30118"
2011.0,98,107,null,305,null,null,null,null,null,652.7,null,null,104,null,null,"30141"
2238.5,269,119,null,637,"**",null,"**",null,null,967.8,null,null,155,null,null,"30088"
2279.7,171,121,null,525,null,null,"**",null,null,711.2,null,null,114,null,null,"30196"
2070.3,158,110,null,454,null,null,"*",null,null,728.6,null,null,116,null,null,"30217"
3050.4,169,162,null,651,"**",null,"**",null,null,820.8,null,null,131,null,null,"30189"
2384.7,125,127,null,428,null,null,"**",null,null,712.5,null,null,114,null,null,"30093"
838.6,91,45,null,266,"**",null,"**",null,null,291.2,null,null,47,null,null,"30139"
null,null,null,"*",null,null,107,null,511.4,236,null,45,122,null,1212.8,"**","40043"
2793.5,133,148,null,498,"*",null,"**",null,null,763.9,null,null,122,null,null,"30069"
1894.6,93,101,null,410,"**",null,null,null,null,427.1,null,null,68,null,null,"30226"
1118.2,72,59,null,331,"**",null,"**",null,null,232.9,null,null,37,null,null,"30232"
1939.7,64,103,null,239,null,null,null,null,null,519.3,null,null,83,null,null,"30082"
3227.8,304,171,null,732,"**",null,"**",null,null,1343.8,null,null,215,null,null,"30114"
340.2,6,18,null,46,"**",null,"**",null,null,41.8,null,null,7,null,null,"30224"
3491.0,157,185,null,787,"*",null,"**",null,null,735.7,null,null,118,null,null,"30050"
1924.6,130,102,null,384,null,null,null,null,null,608.1,null,null,97,null,null,"30096"
2771.0,269,147,null,704,"**",null,"**",null,null,1056.3,null,null,169,null,null,"30013"
4326.3,231,230,null,740,"**",null,"**",null,null,1320.8,null,null,211,null,null,"30020"
2318.0,99,123,null,500,"**",null,"**",null,null,452.1,null,null,72,null,null,"30116"
3794.7,245,201,null,528,"**",null,"**",null,null,1733.4,null,null,277,null,null,"30008"
1998.9,126,106,null,449,null,null,null,null,null,561.8,null,null,90,null,null,"30146"
1674.4,181,89,null,520,null,null,"**",null,null,603.1,null,null,96,null,null,"30083"
2812.9,238,149,null,964,null,null,"**",null,null,677.8,null,null,108,null,null,"30188"
1376.2,129,73,null,368,"**",null,"**",null,null,496.0,null,null,79,null,null,"80001"
1468.1,66,78,null,341,"**",null,"**",null,null,286.4,null,null,46,null,null,"60018"
1651.4,49,88,null,180,"*",null,null,null,null,439.1,null,null,70,null,null,"80002"
2145.4,97,114,null,260,"*",null,"*",null,null,805.9,null,null,129,null,null,"30070"
3719.9,382,197,null,917,"**",null,"**",null,null,1542.5,null,null,247,null,null,"30147"
1249.8,43,66,null,199,"**",null,"**",null,null,255.7,null,null,41,null,null,"30227"
1441.3,35,76,null,142,"**",null,"**",null,null,346.2,null,null,55,null,null,"30084"
2461.5,151,131,null,655,null,null,"**",null,null,575.1,null,null,92,null,null,"30098"
2331.4,274,124,null,728,"**",null,"**",null,null,889.7,null,null,142,null,null,"30097"
2539.6,89,135,null,334,null,null,"**",null,null,662.2,null,null,106,null,null,"30195"
845.8,20,45,null,226,"**",null,"**",null,null,72.2,null,null,12,null,null,"30225"
2411.4,386,128,null,770,"**",null,"**",null,null,1173.2,null,null,188,null,null,"30117"
2427.7,92,129,null,527,"**",null,"**",null,null,422.9,null,null,68,null,null,"30119"
1178.7,33,63,null,132,"**",null,"**",null,null,293.6,null,null,47,null,null,"30140"
1983.3,92,105,null,494,"**",null,null,null,null,363.7,null,null,58,null,null,"30191"
1389.7,110,74,null,153,"**",null,"**",null,null,953.0,null,null,152,null,null,"60043"
2285.8,347,121,null,676,"**",null,"**",null,null,1145.1,null,null,183,null,null,"30159"
1543.4,167,82,null,504,"**",null,"**",null,null,504.1,null,null,81,null,null,"30192"
5538.4,465,294,null,975,"**",null,"**",null,null,2744.0,null,null,439,null,null,"30027"
4054.9,22,215,null,496,"**",null,"**",null,null,189.8,null,null,30,null,null,"70008"
1104.8,96,59,null,279,"**",null,"**",null,null,379.2,null,null,61,null,null,"30205"
6311.0,294,335,null,711,"**",null,"**",null,null,2674.2,null,null,428,null,null,"30023"
3221.4,12,171,null,184,"**",null,"**",null,null,215.6,null,null,34,null,null,"70009"
3155.2,400,167,null,841,"**",null,"**",null,null,1488.4,null,null,238,null,null,"30108"
2749.0,214,146,null,484,"**",null,"**",null,null,1199.5,null,null,192,null,null,"30041"
2584.8,274,137,null,406,"**",null,"**",null,null,1706.9,null,null,273,null,null,"30042"
2166.8,196,115,null,368,"**",null,"**",null,null,1195.1,null,null,191,null,null,"30112"
3196.8,438,170,null,759,"**",null,"**",null,null,1812.3,null,null,290,null,null,"30044"
3153.6,260,167,null,576,"**",null,"**",null,null,1426.3,null,null,228,null,null,"30045"
6053.8,274,321,null,636,"**",null,"**",null,null,2766.6,null,null,442,null,null,"30015"
1886.1,222,100,null,483,"**",null,null,null,null,884.5,null,null,141,null,null,"30071"
2681.9,65,142,null,316,null,null,"**",null,null,552.4,null,null,88,null,null,"30167"
1744.3,162,93,null,360,"*",null,null,null,null,763.8,null,null,122,null,null,"30089"
903.5,36,48,"**",128,"**",104,"**",160.2,74,240.2,23,77,38,767.6,null,"50122"
4530.6,357,240,null,1001,"**",null,"**",null,null,1555.2,null,null,249,null,null,"30003"
2795.7,234,148,null,732,"**",null,"**",null,null,888.5,null,null,142,null,null,"30104"
4342.4,616,230,null,1205,"**",null,"**",null,null,2208.1,null,null,353,null,null,"30009"
1422.9,72,76,null,287,"**",null,"**",null,null,361.2,null,null,58,null,null,"30218"
4946.3,509,263,null,947,"**",null,"**",null,null,2595.2,null,null,415,null,null,"30149"
1852.2,163,98,null,495,null,null,null,null,null,591.5,null,null,95,null,null,"30193"
1479.3,63,79,null,180,null,118,"**",169.7,78,521.5,21,96,83,957.0,null,"50062"
2837.8,287,151,null,608,"**",null,"**",null,null,1378.4,null,null,220,null,null,"30063"
1697.2,204,90,null,414,"**",null,"*",null,null,833.5,null,null,133,null,null,"30162"
1536.4,66,82,null,230,"**",null,"**",null,null,432.2,null,null,69,null,null,"30157"
3768.5,488,200,null,828,"**",null,"**",null,null,2177.6,null,null,348,null,null,"30150"
1721.8,115,91,null,278,null,null,null,null,null,703.0,null,null,112,null,null,"30091"
2116.6,135,112,null,497,null,null,"**",null,null,585.1,null,null,94,null,null,"30111"
1455.1,74,77,null,201,null,null,"**",null,null,558.7,null,null,89,null,null,"30206"
null,null,null,"*",null,null,56,null,null,null,null,null,74,null,736.9,null,"50110"
675.9,null,36,"**",26,null,18,"**",131.4,61,null,5,49,null,486.8,null,"50094"
2683.4,221,142,null,602,"**",null,"**",null,null,978.7,null,null,156,null,null,"30102"
1056.1,122,56,null,220,null,null,"**",null,null,614.0,null,null,98,null,null,"30219"
2080.3,100,110,null,508,"**",null,"*",null,null,416.5,null,null,67,null,null,"30207"
1015.7,100,54,null,284,"**",null,"**",null,null,359.4,null,null,57,null,null,"30178"
1222.8,36,65,null,96,"*",null,"**",null,null,438.6,null,null,70,null,null,"60029"
2629.6,99,140,null,619,"**",null,"**",null,null,422.5,null,null,68,null,null,"30122"
1742.2,95,92,null,322,"*",null,null,null,null,507.1,null,null,81,null,null,"30120"
3800.7,155,202,null,493,"**",null,"**",null,null,1239.2,null,null,198,null,null,"30055"
2034.7,144,108,null,431,null,null,null,null,null,677.0,null,null,108,null,null,"30177"
2054.3,30,109,"**",211,"**",197,null,193.8,90,297.4,19,196,48,1949.7,null,"50103"
2301.6,152,122,null,439,"**",null,"**",null,null,802.0,null,null,128,null,null,"30081"
5859.9,305,311,null,1309,"**",null,"**",null,null,1423.9,null,null,228,null,null,"30028"
1785.9,157,95,null,475,null,null,null,null,null,590.8,null,null,94,null,null,"30220"
1266.0,80,67,null,238,"**",null,"**",null,null,422.7,null,null,68,null,null,"30208"
1141.4,76,61,null,264,"**",null,"**",null,null,328.9,null,null,53,null,null,"30121"
2033.7,161,108,null,329,"**",null,null,null,null,1020.9,null,null,163,null,null,"30030"
1115.6,51,59,null,132,"**",117,"**",356.5,165,409.3,42,104,65,1036.3,"**","50127"
904.4,26,48,null,72,"**",null,"**",null,null,316.0,null,null,51,null,null,"30099"
916.5,36,49,null,117,"**",null,"**",null,null,290.5,null,null,46,null,null,"30136"
2189.5,220,116,null,607,"**",null,"**",null,null,805.4,null,null,129,null,null,"30064"
6564.5,317,348,null,1059,"**",null,"**",null,null,2144.6,null,null,343,null,null,"30051"
903.1,14,48,null,163,"**",null,"**",null,null,78.3,null,null,13,null,null,"70001"
1431.3,30,76,null,93,null,null,"**",null,null,459.4,null,null,73,null,null,"60000"
1215.8,null,65,null,130,null,114,"**",347.6,161,null,38,110,null,1100.1,"**","50092"
2299.8,75,122,null,435,"**",null,"**",null,null,378.9,null,null,61,null,null,"30067"
893.0,87,47,null,200,"**",null,"**",null,null,391.4,null,null,63,null,null,"80009"
3574.6,427,190,null,1163,"**",null,"**",null,null,1374.9,null,null,220,null,null,"30031"
2352.0,137,125,null,295,"**",null,"**",null,null,1074.3,null,null,172,null,null,"30086"
3059.8,158,162,null,586,"**",null,"**",null,null,778.8,null,null,125,null,null,"30156"
1829.9,110,97,null,383,null,null,null,null,null,519.4,null,null,83,null,null,"30231"
1530.5,45,81,null,117,null,null,"*",null,null,553.9,null,null,89,null,null,"60048"
1347.1,136,71,null,369,"**",null,"**",null,null,481.2,null,null,77,null,null,"30143"
5657.6,742,300,null,1393,"**",null,"**",null,null,3124.2,null,null,500,null,null,"30049"
1464.0,70,78,null,257,"**",null,"**",null,null,391.4,null,null,63,null,null,"30163"
1488.9,43,79,null,127,null,84,"**",253.3,117,486.2,22,101,78,1006.7,null,"50016"
1085.4,87,58,null,159,null,null,"**",null,null,575.0,null,null,92,null,null,"80018"
1908.3,85,101,null,306,null,null,null,null,null,516.4,null,null,83,null,null,"30074"
2902.5,127,154,null,527,null,null,"**",null,null,705.2,null,null,113,null,null,"30073"
1924.0,124,102,null,479,"**",null,null,null,null,492.1,null,null,79,null,null,"30221"
2340.9,189,124,null,535,"**",null,"**",null,null,873.4,null,null,140,null,null,"30046"
3676.1,144,195,null,489,"**",null,"**",null,null,1081.8,null,null,173,null,null,"30072"
1113.5,51,59,null,141,"**",null,"**",null,null,390.0,null,null,62,null,null,"30209"
2129.4,229,113,null,503,"**",null,"**",null,null,971.5,null,null,155,null,null,"30085"
4132.2,293,219,null,631,"**",null,"**",null,null,1966.7,null,null,314,null,null,"30029"
859.0,null,46,"*",69,null,60,"**",134.7,62,null,11,74,null,734.3,null,"40001"
2855.8,133,152,null,687,null,null,"**",null,null,571.2,null,null,91,null,null,"30065"
785.6,101,42,"**",279,"**",219,"**",195.0,90,276.7,69,64,44,635.0,null,"40035"
2797.5,184,148,null,267,"**",null,"**",null,null,1904.7,null,null,305,null,null,"60001"
1477.6,56,78,null,210,"**",null,"**",null,null,388.9,null,null,62,null,null,"60041"
2224.2,45,118,null,70,"**",null,null,null,null,1284.6,null,null,205,null,null,"60031"
1296.2,87,69,null,178,null,null,"**",null,null,606.9,null,null,97,null,null,"60037"
655.1,64,35,null,105,"**",null,"**",null,null,386.2,null,null,62,null,null,"30179"
1219.1,122,65,null,384,"**",null,"**",null,null,386.9,null,null,62,null,null,"30087"
1135.9,44,60,null,216,"**",null,"**",null,null,220.1,null,null,35,null,null,"30124"
2768.1,364,147,null,679,"**",null,"**",null,null,1523.0,null,null,244,null,null,"30016"
3047.0,198,162,null,426,"**",null,"**",null,null,1431.9,null,null,229,null,null,"60019"
1366.9,157,73,null,308,null,null,"**",null,null,682.9,null,null,109,null,null,"30043"
2524.5,176,134,null,509,"**",null,"**",null,null,880.4,null,null,141,null,null,"30092"
1153.7,98,61,null,269,"**",null,"**",null,null,432.8,null,null,69,null,null,"30039"
3066.2,299,163,null,810,"**",null,"**",null,null,1133.4,null,null,181,null,null,"30032"
947.8,null,50,null,16,null,null,"**",null,null,null,null,null,null,null,null,"60047"
1541.8,85,82,null,216,null,null,"**",null,null,596.8,null,null,95,null,null,"30229"
2150.8,62,114,null,341,"**",null,"*",null,null,379.7,null,null,61,null,null,"30127"
2871.3,185,152,null,579,"**",null,"**",null,null,916.1,null,null,146,null,null,"30154"
1092.6,13,58,null,101,"**",null,"**",null,null,132.7,null,null,21,null,null,"60027"
1666.6,121,88,null,350,null,null,"*",null,null,553.8,null,null,89,null,null,"30204"
3840.7,221,204,null,568,"**",null,"**",null,null,1485.8,null,null,238,null,null,"30115"
1276.4,34,68,null,129,"**",null,"**",null,null,346.6,null,null,55,null,null,"80020"
1904.6,176,101,null,616,null,null,null,null,null,547.2,null,null,87,null,null,"30173"
1294.5,63,69,null,257,"**",null,"**",null,null,309.0,null,null,49,null,null,"30068"
2576.1,224,137,null,283,"**",null,"**",null,null,2043.6,null,null,327,null,null,"30090"
3424.6,222,182,null,452,"**",null,"**",null,null,1688.1,null,null,270,null,null,"30010"
1415.0,88,75,null,343,"**",null,"**",null,null,352.6,null,null,56,null,null,"30235"
3127.1,169,166,null,644,"**",null,"**",null,null,821.9,null,null,131,null,null,"30148"
1477.2,145,78,null,378,null,null,"**",null,null,557.1,null,null,89,null,null,"30210"
4582.4,342,243,null,860,"**",null,"**",null,null,1884.4,null,null,301,null,null,"30034"
2177.3,140,116,null,392,"*",null,"**",null,null,765.1,null,null,122,null,null,"30158"
2673.7,272,142,null,680,"**",null,"**",null,null,1063.6,null,null,170,null,null,"30103"
2968.3,96,158,null,406,null,null,"**",null,null,740.2,null,null,118,null,null,"30056"
1835.4,39,97,null,326,"**",null,null,null,null,225.7,null,null,36,null,null,"30185"
1915.7,158,102,null,431,null,null,null,null,null,706.7,null,null,113,null,null,"30216"
3031.9,136,161,null,613,null,null,"**",null,null,667.9,null,null,107,null,null,"30198"
1555.8,37,83,null,187,"**",null,"**",null,null,307.5,null,null,49,null,null,"80021"
2244.5,95,119,null,471,"**",null,"**",null,null,453.9,null,null,73,null,null,"30160"
1436.7,36,76,null,248,"**",null,"**",null,null,220.4,null,null,35,null,null,"30077"
5173.0,206,275,null,790,"**",null,"**",null,null,1383.8,null,null,221,null,null,"30053"
3024.3,191,161,null,875,null,null,"**",null,null,662.2,null,null,106,null,null,"30211"
1692.1,76,90,null,302,"**",null,null,null,null,412.8,null,null,66,null,null,"30200"
1820.5,80,97,null,266,null,null,null,null,null,513.2,null,null,82,null,null,"30199"
1753.2,129,93,null,398,null,null,null,null,null,531.7,null,null,85,null,null,"30197"
1234.3,62,66,null,201,"**",176,"**",276.2,128,378.4,46,107,61,1069.9,null,"20252"
2111.6,274,112,null,600,"**",null,"**",null,null,1008.4,null,null,161,null,null,"30113"
3312.3,517,176,null,1380,"**",null,"**",null,null,1269.4,null,null,203,null,null,"30018"
1278.7,59,68,null,236,"**",null,"**",null,null,326.6,null,null,52,null,null,"30165"
2282.4,177,121,null,368,"**",159,"**",160.6,74,1108.0,26,98,177,976.6,null,"10283"
583.1,24,31,null,78,"**",null,"**",null,null,177.2,null,null,28,null,null,"30180"
1765.8,128,94,null,361,null,null,null,null,null,594.7,null,null,95,null,null,"30155"
3101.1,98,165,null,148,"**",null,"**",null,null,1867.7,null,null,299,null,null,"60035"
1368.4,20,73,null,58,null,null,"*",null,null,449.4,null,null,72,null,null,"60050"
1117.9,141,59,null,351,"**",null,"**",null,null,442.4,null,null,71,null,null,"30144"
1775.6,132,94,null,276,"**",null,null,null,null,851.0,null,null,136,null,null,"30166"
2106.2,319,112,null,418,"**",null,"*",null,null,1640.5,null,null,262,null,null,"30037"
3176.8,234,169,null,494,"**",null,"**",null,null,1496.0,null,null,239,null,null,"30151"
518.4,114,28,"**",241,"**",122,"**",45.9,21,281.0,20,25,45,250.2,"**","20012"
2355.0,218,125,null,831,null,null,"**",null,null,633.9,null,null,101,null,null,"30171"
1865.3,88,99,null,319,null,null,null,null,null,511.9,null,null,82,null,null,"30019"
979.4,109,52,null,239,"**",null,"**",null,null,447.7,null,null,72,null,null,"30129"
2359.6,86,125,null,547,"**",null,"**",null,null,367.2,null,null,59,null,null,"30004"
3213.5,46,171,null,310,"*",null,"**",null,null,432.1,null,null,69,null,null,"30005"
3816.1,426,203,null,937,"**",null,"**",null,null,1731.6,null,null,277,null,null,"30168"
2355.0,201,125,null,515,"**",null,"**",null,null,925.0,null,null,148,null,null,"30094"
2245.7,181,119,null,589,null,null,"**",null,null,698.5,null,null,112,null,null,"30145"
null,null,null,"**",null,null,184,null,313.1,145,null,34,173,null,1721.1,"*","40047"
2055.4,53,109,null,203,null,null,null,null,null,551.2,null,null,88,null,null,"30038"
3028.9,112,161,null,357,"**",null,"**",null,null,899.5,null,null,144,null,null,"30110"
1124.3,56,60,null,179,"**",null,"**",null,null,338.6,null,null,54,null,null,"30130"
1039.5,82,55,null,301,"**",null,"**",null,null,261.4,null,null,42,null,null,"30230"
2458.7,83,130,null,323,null,null,"**",null,null,597.1,null,null,95,null,null,"30106"
2301.2,189,122,null,636,null,null,"**",null,null,691.7,null,null,111,null,null,"30076"
4570.6,265,243,null,650,"**",null,"**",null,null,1912.7,null,null,306,null,null,"30017"
1953.1,258,104,null,573,"**",null,null,null,null,902.2,null,null,144,null,null,"30040"
3317.2,222,176,null,358,"**",null,"**",null,null,2089.9,null,null,334,null,null,"30035"
1717.5,35,91,null,187,"**",null,null,null,null,311.6,null,null,50,null,null,"30201"
1942.7,52,103,null,289,"**",null,null,null,null,344.4,null,null,55,null,null,"30134"
1513.3,149,80,"**",452,"*",373,"**",364.8,169,517.9,108,122,83,1217.5,"**","20062"
716.4,null,38,"**",31,null,24,"**",null,null,null,null,57,null,569.5,null,"20226"
2007.8,126,107,"**",349,null,330,null,660.0,305,715.3,117,190,114,1894.7,"**","20261"
1383.7,98,73,null,175,"*",122,"**",404.1,187,793.6,50,96,127,960.7,"**","20149"
1392.3,46,74,null,118,null,null,"**",null,null,525.3,null,null,84,null,null,"30186"
2189.7,79,116,null,306,null,null,"**",null,null,550.0,null,null,88,null,null,"30079"
3446.9,262,183,null,915,"**",null,"**",null,null,974.0,null,null,156,null,null,"30048"
3622.7,385,192,null,852,"**",null,"**",null,null,1623.6,null,null,260,null,null,"30109"
2494.4,135,132,null,371,"**",null,"**",null,null,896.2,null,null,143,null,null,"30006"
1482.4,94,79,null,423,"**",null,"**",null,null,315.5,null,null,50,null,null,"30233"
4104.3,292,218,null,765,"**",null,"**",null,null,1631.4,null,null,261,null,null,"30062"
1677.0,81,89,null,235,null,126,null,185.9,86,581.2,26,90,93,897.5,null,"10225"
5408.2,299,287,null,643,"**",null,"**",null,null,2431.7,null,null,389,null,null,"30002"
4004.4,280,213,null,609,"**",null,"**",null,null,1852.3,null,null,296,null,null,"30011"
1931.0,75,102,null,279,null,null,null,null,null,558.9,null,null,89,null,null,"30078"
1257.8,54,67,null,143,"*",null,"**",null,null,451.5,null,null,72,null,null,"30133"
1196.2,41,63,null,107,"*",96,"**",329.3,152,434.5,30,111,69,1109.9,"*","40078"
1361.4,144,72,null,365,"*",251,"**",241.1,111,527.2,67,93,84,930.4,null,"40007"
1615.8,114,86,"**",520,"**",474,"**",248.7,115,359.8,81,145,58,1443.7,null,"40040"
null,null,null,"**",null,null,414,null,703.7,325,null,114,263,null,2620.9,"**","40084"
1172.0,null,62,null,113,null,108,"**",452.0,209,null,45,115,null,1142.1,"**","40070"
1172.5,94,62,null,181,null,165,"**",492.9,228,584.1,79,109,93,1083.2,"**","40057"
1696.6,null,90,"**",196,null,191,null,433.1,200,null,48,171,null,1707.5,"**","50097"
944.1,39,50,"**",133,"**",98,"**",151.4,70,275.8,21,71,44,706.8,null,"50027"
2598.3,122,138,null,409,"*",null,"**",null,null,767.6,null,null,123,null,null,"30007"
1298.2,178,69,null,536,"**",null,"**",null,null,446.8,null,null,71,null,null,"30164"
2272.6,94,121,null,358,null,null,"**",null,null,613.9,null,null,98,null,null,"30169"
1340.7,99,71,"*",296,"**",183,"**",190.1,88,435.2,43,84,70,837.1,null,"10251"
535.2,79,28,"**",224,"**",174,"**",121.3,56,193.6,49,42,31,417.6,"**","50056"
510.3,22,27,"**",95,"**",75,"**",98.3,45,126.9,17,40,20,398.8,"**","50048"
1178.5,42,63,null,162,"**",115,"**",203.7,94,299.0,28,86,48,857.0,null,"50029"
790.1,26,42,"**",105,"**",83,"**",122.1,56,198.8,16,63,32,623.4,"*","50078"
2614.4,37,139,null,66,"**",null,"**",null,null,1326.0,null,null,212,null,null,"60034"
